skin_tone,nail_shape,nail_length,style_preference,occasion,recommended_design
neutral,stiletto,short,minimal,wedding,Minimal Nude
warm,squoval,long,minimal,date,Minimal Nude
neutral,round,medium,bold,work,Cat Eye
warm,square,short,bold,wedding,Glitter Gold
neutral,stiletto,medium,classic,party,Korean Pink
cool,coffin,medium,bold,daily,Cat Eye
warm,square,long,minimal,wedding,Glitter Gold
cool,square,short,bold,party,Marble
cool,oval,short,classic,date,Korean Pink
neutral,oval,long,minimal,date,Minimal Nude
cool,stiletto,medium,minimal,work,Minimal Nude
neutral,round,medium,classic,work,French Classic
neutral,coffin,medium,minimal,date,Minimal Nude
neutral,squoval,short,classic,party,French Classic
neutral,oval,medium,bold,work,Cat Eye
warm,square,long,bold,wedding,Glitter Gold
neutral,round,long,bold,party,Terracotta Swirl
warm,coffin,medium,bold,wedding,Glitter Gold
neutral,square,short,bold,wedding,Terracotta Swirl
neutral,square,medium,minimal,daily,Minimal Nude
neutral,almond,short,bold,date,Cat Eye
warm,stiletto,short,classic,date,French Classic
warm,oval,long,bold,wedding,Glitter Gold
cool,stiletto,short,minimal,wedding,Korean Pink
cool,round,medium,classic,party,Korean Pink
cool,oval,short,minimal,work,Minimal Nude
warm,stiletto,medium,classic,date,Korean Pink
cool,stiletto,medium,minimal,daily,Minimal Nude
cool,stiletto,short,bold,daily,French Classic
warm,round,medium,minimal,party,Minimal Nude
neutral,round,long,bold,date,Terracotta Swirl
warm,almond,long,minimal,party,Terracotta Swirl
warm,oval,long,bold,date,Glitter Gold
cool,squoval,short,minimal,wedding,Korean Pink
cool,squoval,short,classic,date,Korean Pink
cool,almond,medium,classic,wedding,Korean Pink
warm,squoval,long,classic,date,Korean Pink
neutral,coffin,medium,bold,wedding,Terracotta Swirl
cool,square,medium,bold,date,Cat Eye
neutral,oval,medium,bold,daily,Cat Eye
neutral,squoval,medium,minimal,work,Minimal Nude
warm,round,short,minimal,wedding,Minimal Nude
warm,almond,long,minimal,daily,Minimal Nude
warm,coffin,short,classic,wedding,French Classic
cool,square,medium,minimal,date,Korean Pink
neutral,squoval,long,bold,work,Cat Eye
cool,square,medium,bold,date,Cat Eye
cool,almond,long,bold,party,Marble
neutral,oval,medium,classic,party,Korean Pink
cool,coffin,medium,minimal,daily,Minimal Nude
neutral,coffin,long,minimal,wedding,Terracotta Swirl
warm,almond,short,minimal,date,Minimal Nude
warm,coffin,short,minimal,daily,Minimal Nude
neutral,oval,long,minimal,wedding,Terracotta Swirl
warm,squoval,long,minimal,daily,Minimal Nude
cool,square,medium,minimal,work,Minimal Nude
cool,square,short,bold,work,French Classic
cool,almond,long,minimal,party,Marble
warm,square,medium,classic,wedding,Korean Pink
cool,almond,long,classic,party,Korean Pink
warm,stiletto,long,minimal,wedding,Glitter Gold
warm,almond,long,bold,party,Glitter Gold
neutral,almond,short,bold,daily,French Classic
neutral,stiletto,short,bold,party,Terracotta Swirl
neutral,squoval,short,minimal,party,Minimal Nude
warm,squoval,long,bold,work,Cat Eye
neutral,almond,short,minimal,wedding,Minimal Nude
warm,almond,long,bold,work,Cat Eye
warm,round,long,classic,wedding,Glitter Gold
neutral,round,long,classic,work,French Classic
warm,oval,short,classic,wedding,French Classic
warm,stiletto,long,bold,work,Cat Eye
cool,square,medium,minimal,party,Korean Pink
cool,coffin,long,classic,work,Korean Pink
cool,square,short,minimal,date,Minimal Nude
cool,almond,medium,bold,daily,Cat Eye
cool,almond,long,classic,daily,Korean Pink
warm,squoval,short,minimal,daily,Minimal Nude
neutral,almond,medium,bold,party,Terracotta Swirl
warm,squoval,long,classic,work,French Classic
neutral,almond,short,minimal,work,Korean Pink
warm,oval,medium,classic,daily,French Classic
warm,round,short,classic,date,French Classic
neutral,squoval,long,bold,date,Terracotta Swirl
cool,square,long,minimal,wedding,Marble
cool,oval,short,bold,date,Cat Eye
warm,stiletto,short,minimal,daily,Minimal Nude
cool,oval,medium,bold,daily,Cat Eye
neutral,square,short,classic,daily,French Classic
warm,oval,long,bold,daily,Glitter Gold
neutral,almond,short,bold,date,Cat Eye
neutral,round,short,classic,work,French Classic
neutral,stiletto,long,bold,work,Cat Eye
warm,almond,medium,classic,daily,French Classic
neutral,squoval,short,bold,daily,French Classic
warm,coffin,short,bold,work,Minimal Nude
warm,round,long,bold,party,Glitter Gold
neutral,oval,short,minimal,date,Minimal Nude
neutral,round,short,minimal,party,Minimal Nude
warm,oval,short,minimal,date,Minimal Nude
cool,oval,long,classic,date,Korean Pink
warm,oval,long,bold,work,Terracotta Swirl
warm,squoval,medium,classic,work,French Classic
neutral,oval,medium,bold,wedding,Terracotta Swirl
warm,oval,medium,minimal,daily,Minimal Nude
neutral,coffin,medium,bold,date,Cat Eye
cool,stiletto,short,bold,wedding,Marble
warm,almond,medium,classic,work,Korean Pink
warm,coffin,medium,classic,party,Glitter Gold
warm,stiletto,long,bold,daily,Glitter Gold
warm,coffin,long,bold,date,Glitter Gold
neutral,almond,medium,minimal,daily,Minimal Nude
cool,round,short,classic,work,French Classic
cool,almond,medium,bold,wedding,Marble
warm,oval,short,classic,daily,French Classic
warm,round,short,classic,daily,French Classic
cool,almond,short,classic,work,French Classic
cool,round,short,bold,date,Marble
neutral,round,medium,classic,date,Korean Pink
warm,oval,medium,bold,daily,Cat Eye
cool,stiletto,short,bold,daily,French Classic
neutral,stiletto,medium,minimal,work,Minimal Nude
neutral,square,medium,classic,date,Korean Pink
neutral,squoval,medium,classic,wedding,Korean Pink
cool,squoval,long,bold,wedding,Marble
cool,stiletto,short,minimal,wedding,Korean Pink
warm,oval,medium,classic,party,Glitter Gold
neutral,round,short,bold,daily,French Classic
neutral,stiletto,medium,bold,work,Cat Eye
cool,square,short,classic,work,French Classic
warm,almond,short,bold,daily,Minimal Nude
neutral,square,medium,minimal,work,Minimal Nude
neutral,round,medium,bold,daily,Cat Eye
warm,almond,short,classic,party,French Classic
warm,squoval,long,minimal,wedding,Glitter Gold
cool,square,long,classic,party,Korean Pink
cool,oval,short,bold,work,Korean Pink
cool,oval,medium,bold,date,Cat Eye
cool,squoval,long,classic,date,Korean Pink
warm,oval,short,bold,daily,Minimal Nude
neutral,stiletto,short,bold,party,Terracotta Swirl
cool,square,medium,classic,party,Korean Pink
warm,square,long,minimal,date,Minimal Nude
warm,coffin,medium,minimal,daily,French Classic
cool,squoval,medium,minimal,wedding,Korean Pink
neutral,almond,short,minimal,daily,Korean Pink
cool,coffin,medium,minimal,wedding,Marble
neutral,square,long,minimal,date,Minimal Nude
neutral,round,long,bold,wedding,Terracotta Swirl
cool,oval,long,bold,daily,Cat Eye
warm,round,medium,bold,date,Cat Eye
neutral,square,long,bold,party,Terracotta Swirl
cool,stiletto,long,bold,party,Marble
neutral,round,short,classic,date,French Classic
warm,stiletto,medium,classic,date,French Classic
cool,round,medium,classic,daily,French Classic
cool,square,short,classic,party,Korean Pink
warm,oval,short,classic,party,French Classic
neutral,coffin,long,bold,date,Terracotta Swirl
neutral,almond,short,bold,party,Terracotta Swirl
warm,coffin,medium,minimal,party,Minimal Nude
neutral,oval,short,minimal,party,Terracotta Swirl
neutral,stiletto,short,minimal,daily,Minimal Nude
warm,coffin,long,bold,daily,Glitter Gold
neutral,coffin,medium,minimal,date,Minimal Nude
warm,oval,medium,bold,date,Cat Eye
neutral,almond,long,classic,work,French Classic
warm,squoval,short,bold,date,Cat Eye
neutral,square,long,bold,daily,Terracotta Swirl
warm,almond,medium,classic,wedding,Korean Pink
warm,stiletto,short,classic,wedding,French Classic
neutral,oval,long,classic,date,Korean Pink
warm,almond,short,minimal,daily,Minimal Nude
warm,squoval,medium,classic,party,Glitter Gold
warm,stiletto,short,classic,date,Korean Pink
cool,round,long,bold,daily,Cat Eye
neutral,squoval,long,bold,wedding,Terracotta Swirl
neutral,coffin,medium,bold,date,Cat Eye
neutral,stiletto,medium,bold,party,Terracotta Swirl
warm,square,short,bold,wedding,Glitter Gold
warm,square,short,bold,party,Glitter Gold
cool,round,medium,bold,work,Cat Eye
cool,coffin,long,bold,date,Marble
neutral,squoval,medium,minimal,party,Terracotta Swirl
neutral,coffin,long,classic,work,French Classic
warm,almond,medium,bold,wedding,Glitter Gold
cool,squoval,long,minimal,wedding,Marble
cool,round,medium,classic,date,Korean Pink
warm,squoval,short,minimal,date,Minimal Nude
cool,oval,short,classic,date,Korean Pink
neutral,squoval,medium,bold,date,Cat Eye
neutral,almond,short,classic,date,French Classic
neutral,almond,short,bold,daily,French Classic
warm,square,medium,classic,work,French Classic
neutral,squoval,long,bold,daily,Terracotta Swirl
neutral,stiletto,short,minimal,wedding,Minimal Nude
neutral,stiletto,long,minimal,wedding,Terracotta Swirl
neutral,coffin,short,minimal,party,Minimal Nude
warm,squoval,long,classic,daily,French Classic
warm,round,medium,classic,date,French Classic
cool,square,long,minimal,work,Minimal Nude
cool,stiletto,medium,classic,work,Korean Pink
neutral,round,medium,classic,daily,French Classic
neutral,square,medium,minimal,date,Minimal Nude
warm,squoval,long,classic,daily,French Classic
warm,coffin,medium,bold,date,Cat Eye
neutral,coffin,short,bold,date,Cat Eye
neutral,round,medium,classic,date,Korean Pink
cool,round,medium,classic,party,Korean Pink
warm,stiletto,short,classic,date,French Classic
cool,coffin,medium,classic,date,Korean Pink
neutral,almond,long,minimal,date,Minimal Nude
neutral,almond,medium,classic,date,Korean Pink
cool,coffin,short,classic,wedding,Korean Pink
cool,stiletto,long,minimal,daily,Minimal Nude
warm,coffin,long,bold,work,Terracotta Swirl
cool,square,short,bold,party,Marble
warm,square,short,minimal,party,Terracotta Swirl
neutral,round,short,bold,date,Cat Eye
neutral,stiletto,medium,minimal,party,Terracotta Swirl
cool,coffin,long,minimal,daily,Minimal Nude
cool,square,medium,bold,daily,Cat Eye
warm,round,short,bold,date,Cat Eye
warm,square,long,bold,wedding,Glitter Gold
cool,squoval,medium,bold,wedding,Marble
neutral,stiletto,long,bold,party,Terracotta Swirl
cool,round,medium,classic,wedding,Korean Pink
cool,square,medium,classic,party,Korean Pink
cool,almond,short,bold,party,Marble
cool,stiletto,medium,minimal,work,Minimal Nude
neutral,round,medium,minimal,work,Minimal Nude
cool,square,medium,classic,work,Korean Pink
warm,stiletto,medium,classic,wedding,Glitter Gold
neutral,square,long,bold,wedding,Terracotta Swirl
warm,round,long,bold,party,Glitter Gold
warm,round,short,minimal,wedding,Minimal Nude
cool,squoval,medium,bold,party,Marble
warm,stiletto,medium,bold,daily,Cat Eye
warm,round,short,classic,daily,Korean Pink
cool,almond,long,bold,party,Marble
warm,stiletto,long,minimal,daily,Minimal Nude
neutral,squoval,medium,bold,party,Terracotta Swirl
warm,oval,short,minimal,date,Minimal Nude
cool,squoval,short,classic,party,Korean Pink
neutral,squoval,medium,minimal,party,Marble
warm,oval,short,minimal,date,Minimal Nude
neutral,stiletto,medium,classic,work,French Classic
neutral,almond,long,classic,date,Berry Jelly
cool,stiletto,long,minimal,wedding,Marble
neutral,oval,medium,minimal,daily,Minimal Nude
neutral,stiletto,short,bold,wedding,Terracotta Swirl
cool,stiletto,medium,minimal,daily,Minimal Nude
cool,square,medium,bold,wedding,Marble
cool,square,long,minimal,work,Minimal Nude
warm,round,short,minimal,work,Minimal Nude
cool,square,long,bold,party,Marble
neutral,coffin,short,classic,party,French Classic
cool,stiletto,short,minimal,wedding,Korean Pink
neutral,coffin,short,classic,work,Korean Pink
neutral,squoval,long,minimal,daily,Minimal Nude
cool,coffin,short,bold,date,Cat Eye
neutral,stiletto,medium,minimal,daily,Minimal Nude
neutral,coffin,short,minimal,party,Minimal Nude
warm,square,long,bold,date,Glitter Gold
cool,almond,short,classic,work,French Classic
warm,round,long,bold,daily,Glitter Gold
neutral,stiletto,medium,classic,party,Korean Pink
neutral,round,medium,classic,work,French Classic
cool,coffin,medium,classic,wedding,Korean Pink
neutral,oval,long,classic,daily,French Classic
neutral,oval,medium,bold,date,Cat Eye
neutral,coffin,long,bold,wedding,Terracotta Swirl
neutral,round,short,bold,party,Terracotta Swirl
neutral,coffin,medium,bold,party,Terracotta Swirl
neutral,almond,medium,bold,date,Cat Eye
warm,stiletto,long,bold,daily,Glitter Gold
cool,squoval,long,bold,work,Cat Eye
warm,square,medium,bold,work,Cat Eye
warm,round,short,bold,date,Cat Eye
cool,coffin,medium,minimal,wedding,Korean Pink
warm,stiletto,long,bold,work,Cat Eye
warm,almond,short,minimal,date,Minimal Nude
warm,round,long,bold,date,Glitter Gold
cool,stiletto,short,bold,work,French Classic
neutral,stiletto,long,minimal,date,Minimal Nude
warm,oval,short,minimal,daily,Minimal Nude
warm,oval,short,minimal,daily,Cat Eye
neutral,squoval,medium,classic,party,Korean Pink
warm,almond,long,bold,date,Glitter Gold
neutral,squoval,long,classic,daily,French Classic
cool,oval,medium,classic,daily,French Classic
neutral,oval,long,classic,wedding,Korean Pink
neutral,round,long,bold,daily,Terracotta Swirl
cool,squoval,long,bold,work,Cat Eye
cool,squoval,long,classic,daily,Korean Pink
neutral,stiletto,short,classic,party,French Classic
warm,square,medium,classic,date,French Classic
warm,square,short,bold,daily,Minimal Nude
neutral,squoval,medium,classic,daily,Minimal Nude
cool,square,medium,minimal,daily,Minimal Nude
warm,square,short,classic,date,French Classic
cool,almond,long,classic,date,Korean Pink
neutral,almond,short,classic,date,French Classic
cool,squoval,long,minimal,wedding,Marble
cool,almond,long,bold,date,Marble
warm,squoval,long,classic,daily,French Classic
neutral,squoval,long,bold,date,Terracotta Swirl
neutral,round,medium,bold,party,Terracotta Swirl
warm,square,short,classic,date,French Classic
cool,squoval,short,bold,party,Marble
warm,coffin,long,minimal,work,Minimal Nude
warm,squoval,long,classic,party,Glitter Gold
neutral,almond,long,bold,work,Cat Eye
cool,round,long,minimal,date,Korean Pink
warm,round,medium,classic,wedding,Korean Pink
warm,squoval,medium,classic,wedding,Korean Pink
neutral,coffin,short,classic,wedding,French Classic
warm,stiletto,short,minimal,date,Minimal Nude
neutral,almond,short,classic,daily,French Classic
neutral,squoval,short,classic,wedding,French Classic
warm,almond,medium,classic,date,French Classic
cool,round,long,classic,wedding,Korean Pink
warm,round,long,classic,wedding,Glitter Gold
warm,square,medium,bold,work,French Classic
warm,oval,medium,classic,daily,French Classic
warm,coffin,short,minimal,party,Minimal Nude
neutral,square,medium,classic,daily,French Classic
warm,stiletto,short,classic,party,French Classic
neutral,oval,long,bold,wedding,Terracotta Swirl
cool,round,short,minimal,party,Korean Pink
neutral,oval,short,bold,wedding,Terracotta Swirl
warm,round,short,classic,daily,French Classic
neutral,stiletto,medium,minimal,party,Minimal Nude
neutral,coffin,long,minimal,daily,Minimal Nude
cool,round,long,minimal,party,Marble
warm,stiletto,long,minimal,wedding,Glitter Gold
warm,coffin,short,bold,wedding,Glitter Gold
cool,round,long,minimal,work,Korean Pink
warm,stiletto,medium,bold,wedding,Glitter Gold
warm,squoval,medium,bold,daily,Cat Eye
neutral,stiletto,medium,bold,wedding,Terracotta Swirl
warm,stiletto,long,minimal,date,Minimal Nude
cool,almond,long,bold,work,Cat Eye
cool,square,short,bold,wedding,Marble
cool,stiletto,short,classic,daily,French Classic
neutral,almond,short,classic,work,French Classic
neutral,round,short,bold,daily,Minimal Nude
warm,oval,medium,bold,date,Cat Eye
neutral,oval,short,classic,wedding,French Classic
neutral,square,medium,classic,date,Korean Pink
warm,square,short,classic,date,Minimal Nude
neutral,squoval,short,bold,party,Terracotta Swirl
neutral,almond,short,bold,wedding,Terracotta Swirl
neutral,almond,short,bold,wedding,Terracotta Swirl
cool,stiletto,short,classic,wedding,Korean Pink
warm,almond,short,classic,wedding,Korean Pink
cool,coffin,short,classic,wedding,Korean Pink
cool,square,short,classic,party,Korean Pink
neutral,oval,long,minimal,date,Terracotta Swirl
cool,round,short,classic,wedding,Korean Pink
neutral,almond,short,minimal,daily,Minimal Nude
warm,squoval,long,classic,daily,French Classic
neutral,round,short,classic,wedding,French Classic
cool,coffin,medium,minimal,work,Minimal Nude
warm,squoval,long,bold,wedding,Glitter Gold
cool,stiletto,medium,bold,daily,Cat Eye
warm,round,long,minimal,work,Minimal Nude
cool,stiletto,long,classic,daily,French Classic
neutral,round,short,classic,daily,French Classic
neutral,oval,medium,bold,date,Cat Eye
neutral,almond,medium,minimal,party,Terracotta Swirl
cool,round,medium,bold,work,Cat Eye
cool,almond,long,minimal,wedding,Marble
neutral,coffin,medium,bold,daily,Cat Eye
